orderID,year,offence_type,offence_group,gender,source,target,value
1,2011,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,5647
1,2011,Juveniles,02 Sexual offences,2 Female,All offenders,3-6 previous convictions/cautions,1
1,2012,Juveniles,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,51
1,2014,Adults,12 Summary motoring offences,3 Unknown,All offenders,3-6 previous convictions/cautions,11
1,2017,Adults,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,2020
1,2017,Adults,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,23499
1,2010,Juveniles,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,786
1,2017,Juveniles,20 Unknown,1 Male,All offenders,3-6 previous convictions/cautions,2
1,2013,Juveniles,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,286
1,2016,Adults,02 Sexual offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2010,Juveniles,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,842
1,2013,Adults,05 Criminal damage and arson,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2013,Adults,02 Sexual offences,1 Male,All offenders,3-6 previous convictions/cautions,1010
1,2019,Adults,04 Theft Offences,1 Male,All offenders,3-6 previous convictions/cautions,4491
1,2020,Juveniles,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,153
1,2016,Juveniles,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,2
1,2013,Juveniles,04 Theft Offences,3 Unknown,All offenders,3-6 previous convictions/cautions,21
1,2019,Adults,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,2160
1,2015,Adults,06 Drug offences,2 Female,All offenders,3-6 previous convictions/cautions,1293
1,2010,Adults,08 Public order offences,1 Male,All offenders,3-6 previous convictions/cautions,3579
1,2019,Adults,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,16688
1,2019,Adults,04 Theft Offences,3 Unknown,All offenders,3-6 previous convictions/cautions,12
1,2019,Adults,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,170
1,2014,Adults,12 Summary motoring offences,1 Male,All offenders,3-6 previous convictions/cautions,9832
1,2016,Adults,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,463
1,2016,Adults,12 Summary motoring offences,3 Unknown,All offenders,3-6 previous convictions/cautions,7
1,2016,Adults,12 Summary motoring offences,1 Male,All offenders,3-6 previous convictions/cautions,11264
1,2018,Juveniles,06 Drug offences,2 Female,All offenders,3-6 previous convictions/cautions,20
1,2013,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,3-6 previous convictions/cautions,59
1,2017,Juveniles,12 Summary motoring offences,1 Male,All offenders,3-6 previous convictions/cautions,113
1,2016,Juveniles,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,41
1,2013,Adults,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,290
1,2012,Juveniles,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,670
1,2012,Adults,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,386
1,2020,Adults,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,251
1,2014,Adults,02 Sexual offences,2 Female,All offenders,3-6 previous convictions/cautions,12
1,2018,Juveniles,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,36
1,2011,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,4
1,2013,Juveniles,10 Fraud offences,1 Male,All offenders,3-6 previous convictions/cautions,34
1,2012,Adults,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,2258
1,2010,Adults,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,43467
1,2012,Adults,07 Possession of weapons,3 Unknown,All offenders,3-6 previous convictions/cautions,3
1,2011,Adults,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,6372
1,2011,Adults,04 Theft Offences,2 Female,All offenders,3-6 previous convictions/cautions,5383
1,2014,Adults,10 Fraud offences,3 Unknown,All offenders,3-6 previous convictions/cautions,2
1,2018,Adults,02 Sexual offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2019,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,3-6 previous convictions/cautions,154
1,2015,Adults,20 Unknown,2 Female,All offenders,3-6 previous convictions/cautions,3
1,2012,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,52
1,2012,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,3-6 previous convictions/cautions,1026
1,2018,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,13
1,2020,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,5
1,2010,Adults,05 Criminal damage and arson,1 Male,All offenders,3-6 previous convictions/cautions,1746
1,2020,Adults,04 Theft Offences,2 Female,All offenders,3-6 previous convictions/cautions,1229
1,2017,Juveniles,05 Criminal damage and arson,2 Female,All offenders,3-6 previous convictions/cautions,11
1,2020,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,508
1,2012,Adults,10 Fraud offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2010,Adults,08 Public order offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2010,Juveniles,02 Sexual offences,1 Male,All offenders,3-6 previous convictions/cautions,98
1,2020,Juveniles,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,2
1,2011,Adults,03 Robbery,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2013,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,3-6 previous convictions/cautions,3332
1,2019,Adults,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,1462
1,2013,Juveniles,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2010,Adults,04 Theft Offences,1 Male,All offenders,3-6 previous convictions/cautions,16652
1,2018,Juveniles,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2012,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,687
1,2015,Adults,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,370
1,2011,Juveniles,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,111
1,2016,Juveniles,08 Public order offences,1 Male,All offenders,3-6 previous convictions/cautions,213
1,2011,Adults,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,194
1,2018,Juveniles,02 Sexual offences,2 Female,All offenders,3-6 previous convictions/cautions,1
1,2015,Juveniles,20 Unknown,1 Male,All offenders,3-6 previous convictions/cautions,1
1,2017,Adults,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,240
1,2012,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,3-6 previous convictions/cautions,813
1,2018,Adults,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,367
1,2011,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,5768
1,2017,Adults,05 Criminal damage and arson,1 Male,All offenders,3-6 previous convictions/cautions,381
1,2020,Adults,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,12
1,2015,Juveniles,10 Fraud offences,1 Male,All offenders,3-6 previous convictions/cautions,32
1,2013,Adults,04 Theft Offences,2 Female,All offenders,3-6 previous convictions/cautions,4884
1,2017,Juveniles,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,5
1,2010,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,3-6 previous convictions/cautions,1068
1,2020,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,3-6 previous convictions/cautions,8
1,2015,Juveniles,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,4
1,2020,Adults,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,287
1,2020,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,2041
1,2016,Juveniles,12 Summary motoring offences,2 Female,All offenders,3-6 previous convictions/cautions,2
1,2012,Juveniles,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,16
1,2019,Juveniles,02 Sexual offences,1 Male,All offenders,3-6 previous convictions/cautions,7
1,2020,Adults,11 Summary offences excluding motoring,2 Female,All offenders,3-6 previous convictions/cautions,2242
1,2018,Adults,11 Summary offences excluding motoring,2 Female,All offenders,3-6 previous convictions/cautions,4032
1,2011,Adults,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,338
1,2020,Adults,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,166
1,2010,Adults,07 Possession of weapons,3 Unknown,All offenders,3-6 previous convictions/cautions,2
1,2015,Juveniles,05 Criminal damage and arson,2 Female,All offenders,3-6 previous convictions/cautions,17
1,2013,Juveniles,06 Drug offences,1 Male,All offenders,3-6 previous convictions/cautions,1549
1,2019,Adults,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,31
1,2013,Adults,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,5241
1,2018,Juveniles,08 Public order offences,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2014,Juveniles,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,11
1,2012,Adults,12 Summary motoring offences,1 Male,All offenders,3-6 previous convictions/cautions,11131
1,2018,Adults,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,11
1,2010,Adults,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,439
1,2014,Juveniles,04 Theft Offences,2 Female,All offenders,3-6 previous convictions/cautions,393
1,2016,Juveniles,04 Theft Offences,2 Female,All offenders,3-6 previous convictions/cautions,175
1,2013,Adults,20 Unknown,2 Female,All offenders,3-6 previous convictions/cautions,1
1,2016,Juveniles,06 Drug offences,2 Female,All offenders,3-6 previous convictions/cautions,16
1,2019,Adults,07 Possession of weapons,3 Unknown,All offenders,3-6 previous convictions/cautions,6
1,2011,Juveniles,08 Public order offences,1 Male,All offenders,3-6 previous convictions/cautions,511
1,2018,Juveniles,12 Summary motoring offences,2 Female,All offenders,3-6 previous convictions/cautions,2
1,2012,Adults,04 Theft Offences,1 Male,All offenders,3-6 previous convictions/cautions,15468
1,2016,Adults,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,18
1,2018,Adults,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,183
1,2017,Adults,12 Summary motoring offences,2 Female,All offenders,3-6 previous convictions/cautions,1133
1,2012,Adults,08 Public order offences,1 Male,All offenders,3-6 previous convictions/cautions,2980
1,2013,Adults,07 Possession of weapons,2 Female,All offenders,3-6 previous convictions/cautions,157
1,2014,Juveniles,05 Criminal damage and arson,1 Male,All offenders,3-6 previous convictions/cautions,137
1,2016,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,12
1,2015,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,3-6 previous convictions/cautions,36
1,2010,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,1094
1,2020,Juveniles,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,5
1,2013,Adults,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,7
1,2019,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,156
1,2012,Adults,02 Sexual offences,2 Female,All offenders,3-6 previous convictions/cautions,9
1,2012,Adults,06 Drug offences,1 Male,All offenders,3-6 previous convictions/cautions,18960
1,2017,Juveniles,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,249
1,2012,Adults,04 Theft Offences,3 Unknown,All offenders,3-6 previous convictions/cautions,12
1,2011,Adults,11 Summary offences excluding motoring,2 Female,All offenders,3-6 previous convictions/cautions,7049
1,2020,Adults,05 Criminal damage and arson,2 Female,All offenders,3-6 previous convictions/cautions,42
1,2018,Adults,10 Fraud offences,1 Male,All offenders,3-6 previous convictions/cautions,627
1,2011,Adults,05 Criminal damage and arson,2 Female,All offenders,3-6 previous convictions/cautions,225
1,2020,Adults,02 Sexual offences,1 Male,All offenders,3-6 previous convictions/cautions,590
1,2018,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,3-6 previous convictions/cautions,2966
1,2015,Adults,05 Criminal damage and arson,1 Male,All offenders,3-6 previous convictions/cautions,549
1,2019,Juveniles,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,15
1,2017,Juveniles,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,2
1,2010,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,15
1,2016,Juveniles,05 Criminal damage and arson,1 Male,All offenders,3-6 previous convictions/cautions,86
1,2013,Juveniles,04 Theft Offences,1 Male,All offenders,3-6 previous convictions/cautions,2885
1,2012,Adults,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,10
1,2014,Adults,06 Drug offences,1 Male,All offenders,3-6 previous convictions/cautions,16187
1,2012,Adults,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,63
1,2010,Juveniles,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,3
1,2011,Adults,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,3
1,2015,Juveniles,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,280
1,2019,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,44
1,2011,Adults,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,1056
1,2018,Adults,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,5378
1,2011,Juveniles,08 Public order offences,3 Unknown,All offenders,3-6 previous convictions/cautions,2
1,2014,Juveniles,10 Fraud offences,2 Female,All offenders,3-6 previous convictions/cautions,7
1,2013,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,3-6 previous convictions/cautions,7
1,2013,Juveniles,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,51
1,2010,Adults,03 Robbery,2 Female,All offenders,3-6 previous convictions/cautions,61
1,2014,Adults,20 Unknown,1 Male,All offenders,3-6 previous convictions/cautions,21
1,2017,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,44
1,2019,Adults,08 Public order offences,1 Male,All offenders,3-6 previous convictions/cautions,2966
1,2018,Adults,05 Criminal damage and arson,2 Female,All offenders,3-6 previous convictions/cautions,75
1,2010,Juveniles,08 Public order offences,2 Female,All offenders,3-6 previous convictions/cautions,90
1,2020,Juveniles,04 Theft Offences,1 Male,All offenders,3-6 previous convictions/cautions,323
1,2015,Adults,12 Summary motoring offences,2 Female,All offenders,3-6 previous convictions/cautions,1056
1,2011,Juveniles,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,468
1,2017,Juveniles,03 Robbery,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2010,Juveniles,01 Violence against the person,3 Unknown,All offenders,3-6 previous convictions/cautions,3
1,2010,Adults,07 Possession of weapons,1 Male,All offenders,3-6 previous convictions/cautions,2859
1,2014,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,3-6 previous convictions/cautions,16
1,2014,Adults,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,800
1,2012,Adults,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,915
1,2017,Juveniles,02 Sexual offences,1 Male,All offenders,3-6 previous convictions/cautions,37
1,2015,Adults,08 Public order offences,3 Unknown,All offenders,3-6 previous convictions/cautions,6
1,2019,Juveniles,03 Robbery,1 Male,All offenders,3-6 previous convictions/cautions,202
1,2011,Juveniles,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,135
1,2020,Adults,01 Violence against the person,1 Male,All offenders,3-6 previous convictions/cautions,5811
1,2015,Juveniles,04 Theft Offences,3 Unknown,All offenders,3-6 previous convictions/cautions,14
1,2015,Juveniles,06 Drug offences,1 Male,All offenders,3-6 previous convictions/cautions,975
1,2016,Adults,10 Fraud offences,1 Male,All offenders,3-6 previous convictions/cautions,988
1,2011,Juveniles,06 Drug offences,3 Unknown,All offenders,3-6 previous convictions/cautions,5
1,2015,Juveniles,03 Robbery,3 Unknown,All offenders,3-6 previous convictions/cautions,1
1,2020,Juveniles,01 Violence against the person,2 Female,All offenders,3-6 previous convictions/cautions,82
1,2017,Juveniles,04 Theft Offences,1 Male,All offenders,7-10 previous convictions/cautions,355
1,2016,Adults,03 Robbery,2 Female,All offenders,7-10 previous convictions/cautions,31
1,2016,Adults,08 Public order offences,1 Male,All offenders,7-10 previous convictions/cautions,1924
1,2019,Juveniles,10 Fraud offences,1 Male,All offenders,7-10 previous convictions/cautions,4
1,2017,Adults,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,95
1,2010,Juveniles,10 Fraud offences,1 Male,All offenders,7-10 previous convictions/cautions,16
1,2010,Adults,08 Public order offences,2 Female,All offenders,7-10 previous convictions/cautions,176
1,2015,Juveniles,12 Summary motoring offences,2 Female,All offenders,7-10 previous convictions/cautions,1
1,2015,Adults,10 Fraud offences,1 Male,All offenders,7-10 previous convictions/cautions,570
1,2018,Adults,02 Sexual offences,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2018,Adults,06 Drug offences,3 Unknown,All offenders,7-10 previous convictions/cautions,9
1,2014,Juveniles,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,1
1,2010,Juveniles,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,19
1,2020,Adults,20 Unknown,1 Male,All offenders,7-10 previous convictions/cautions,1
1,2010,Juveniles,20 Unknown,1 Male,All offenders,7-10 previous convictions/cautions,1
1,2018,Juveniles,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,3
1,2012,Juveniles,10 Fraud offences,1 Male,All offenders,7-10 previous convictions/cautions,11
1,2010,Adults,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,3090
1,2020,Juveniles,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,7
1,2016,Juveniles,02 Sexual offences,1 Male,All offenders,7-10 previous convictions/cautions,9
1,2017,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,7-10 previous convictions/cautions,2301
1,2013,Juveniles,01 Violence against the person,2 Female,All offenders,7-10 previous convictions/cautions,19
1,2020,Juveniles,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2017,Adults,01 Violence against the person,3 Unknown,All offenders,7-10 previous convictions/cautions,10
1,2016,Juveniles,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2011,Adults,12 Summary motoring offences,1 Male,All offenders,7-10 previous convictions/cautions,5216
1,2010,Juveniles,12 Summary motoring offences,1 Male,All offenders,7-10 previous convictions/cautions,77
1,2020,Adults,06 Drug offences,3 Unknown,All offenders,7-10 previous convictions/cautions,6
1,2016,Juveniles,03 Robbery,1 Male,All offenders,7-10 previous convictions/cautions,67
1,2015,Juveniles,08 Public order offences,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2014,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,7-10 previous convictions/cautions,7
1,2018,Juveniles,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,24
1,2018,Adults,12 Summary motoring offences,3 Unknown,All offenders,7-10 previous convictions/cautions,3
1,2012,Juveniles,02 Sexual offences,1 Male,All offenders,7-10 previous convictions/cautions,10
1,2015,Adults,01 Violence against the person,1 Male,All offenders,7-10 previous convictions/cautions,3856
1,2012,Juveniles,12 Summary motoring offences,1 Male,All offenders,7-10 previous convictions/cautions,31
1,2018,Adults,04 Theft Offences,1 Male,All offenders,7-10 previous convictions/cautions,4256
1,2011,Juveniles,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,4
1,2011,Adults,02 Sexual offences,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2015,Adults,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,78
1,2017,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,7-10 previous convictions/cautions,4
1,2017,Juveniles,03 Robbery,2 Female,All offenders,7-10 previous convictions/cautions,1
1,2010,Juveniles,03 Robbery,2 Female,All offenders,7-10 previous convictions/cautions,22
1,2015,Adults,03 Robbery,3 Unknown,All offenders,7-10 previous convictions/cautions,2
1,2010,Adults,07 Possession of weapons,2 Female,All offenders,7-10 previous convictions/cautions,123
1,2015,Juveniles,08 Public order offences,1 Male,All offenders,7-10 previous convictions/cautions,104
1,2010,Adults,06 Drug offences,2 Female,All offenders,7-10 previous convictions/cautions,822
1,2015,Adults,11 Summary offences excluding motoring,2 Female,All offenders,7-10 previous convictions/cautions,2315
1,2017,Adults,11 Summary offences excluding motoring,2 Female,All offenders,7-10 previous convictions/cautions,2001
1,2016,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,7-10 previous convictions/cautions,370
1,2015,Adults,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,28
1,2013,Juveniles,08 Public order offences,1 Male,All offenders,7-10 previous convictions/cautions,149
1,2017,Adults,02 Sexual offences,1 Male,All offenders,7-10 previous convictions/cautions,516
1,2013,Adults,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,69
1,2020,Adults,12 Summary motoring offences,3 Unknown,All offenders,7-10 previous convictions/cautions,4
1,2015,Juveniles,01 Violence against the person,2 Female,All offenders,7-10 previous convictions/cautions,16
1,2012,Juveniles,06 Drug offences,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2019,Adults,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,1339
1,2012,Adults,20 Unknown,2 Female,All offenders,7-10 previous convictions/cautions,4
1,2011,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,7-10 previous convictions/cautions,315
1,2015,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,7-10 previous convictions/cautions,2690
1,2020,Juveniles,05 Criminal damage and arson,1 Male,All offenders,7-10 previous convictions/cautions,12
1,2020,Adults,12 Summary motoring offences,1 Male,All offenders,7-10 previous convictions/cautions,4734
1,2019,Juveniles,06 Drug offences,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2010,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,7-10 previous convictions/cautions,4
1,2019,Adults,08 Public order offences,2 Female,All offenders,7-10 previous convictions/cautions,176
1,2014,Juveniles,12 Summary motoring offences,1 Male,All offenders,7-10 previous convictions/cautions,39
1,2014,Juveniles,03 Robbery,1 Male,All offenders,7-10 previous convictions/cautions,134
1,2011,Juveniles,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,185
1,2011,Adults,12 Summary motoring offences,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2019,Adults,20 Unknown,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2019,Juveniles,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,3
1,2015,Adults,03 Robbery,1 Male,All offenders,7-10 previous convictions/cautions,443
1,2010,Juveniles,06 Drug offences,1 Male,All offenders,7-10 previous convictions/cautions,682
1,2010,Juveniles,04 Theft Offences,3 Unknown,All offenders,7-10 previous convictions/cautions,4
1,2012,Juveniles,05 Criminal damage and arson,2 Female,All offenders,7-10 previous convictions/cautions,13
1,2013,Adults,10 Fraud offences,1 Male,All offenders,7-10 previous convictions/cautions,632
1,2016,Adults,02 Sexual offences,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2017,Adults,01 Violence against the person,1 Male,All offenders,7-10 previous convictions/cautions,3751
1,2014,Juveniles,06 Drug offences,3 Unknown,All offenders,7-10 previous convictions/cautions,2
1,2014,Adults,07 Possession of weapons,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2016,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,7-10 previous convictions/cautions,116
1,2016,Adults,04 Theft Offences,1 Male,All offenders,7-10 previous convictions/cautions,6229
1,2014,Adults,05 Criminal damage and arson,1 Male,All offenders,7-10 previous convictions/cautions,369
1,2018,Adults,04 Theft Offences,3 Unknown,All offenders,7-10 previous convictions/cautions,10
1,2015,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2018,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,7-10 previous convictions/cautions,61
1,2014,Adults,11 Summary offences excluding motoring,1 Male,All offenders,7-10 previous convictions/cautions,18669
1,2014,Adults,03 Robbery,2 Female,All offenders,7-10 previous convictions/cautions,32
1,2019,Juveniles,06 Drug offences,1 Male,All offenders,7-10 previous convictions/cautions,141
1,2010,Adults,02 Sexual offences,1 Male,All offenders,7-10 previous convictions/cautions,445
1,2011,Adults,20 Unknown,1 Male,All offenders,7-10 previous convictions/cautions,129
1,2016,Adults,10 Fraud offences,2 Female,All offenders,7-10 previous convictions/cautions,116
1,2017,Adults,08 Public order offences,2 Female,All offenders,7-10 previous convictions/cautions,183
1,2016,Adults,11 Summary offences excluding motoring,1 Male,All offenders,7-10 previous convictions/cautions,15225
1,2012,Adults,06 Drug offences,2 Female,All offenders,7-10 previous convictions/cautions,710
1,2012,Juveniles,01 Violence against the person,1 Male,All offenders,7-10 previous convictions/cautions,164
1,2017,Adults,04 Theft Offences,2 Female,All offenders,7-10 previous convictions/cautions,1960
1,2010,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,7-10 previous convictions/cautions,36
1,2019,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,7-10 previous convictions/cautions,3
1,2013,Juveniles,10 Fraud offences,2 Female,All offenders,7-10 previous convictions/cautions,5
1,2018,Juveniles,05 Criminal damage and arson,1 Male,All offenders,7-10 previous convictions/cautions,13
1,2011,Juveniles,10 Fraud offences,2 Female,All offenders,7-10 previous convictions/cautions,2
1,2014,Juveniles,02 Sexual offences,1 Male,All offenders,7-10 previous convictions/cautions,7
1,2013,Adults,12 Summary motoring offences,3 Unknown,All offenders,7-10 previous convictions/cautions,2
1,2019,Adults,12 Summary motoring offences,2 Female,All offenders,7-10 previous convictions/cautions,381
1,2012,Adults,12 Summary motoring offences,2 Female,All offenders,7-10 previous convictions/cautions,321
1,2015,Juveniles,07 Possession of weapons,1 Male,All offenders,7-10 previous convictions/cautions,80
1,2017,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,7-10 previous convictions/cautions,414
1,2016,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,7-10 previous convictions/cautions,13
1,2017,Juveniles,04 Theft Offences,3 Unknown,All offenders,7-10 previous convictions/cautions,3
1,2020,Juveniles,06 Drug offences,2 Female,All offenders,7-10 previous convictions/cautions,1
1,2012,Adults,08 Public order offences,3 Unknown,All offenders,7-10 previous convictions/cautions,1
1,2016,Adults,04 Theft Offences,3 Unknown,All offenders,7-10 previous convictions/cautions,11
1,2013,Juveniles,06 Drug offences,2 Female,All offenders,7-10 previous convictions/cautions,10
1,2016,Juveniles,08 Public order offences,2 Female,All offenders,7-10 previous convictions/cautions,9
1,2012,Juveniles,06 Drug offences,1 Male,All offenders,7-10 previous convictions/cautions,437
1,2019,Adults,06 Drug offences,2 Female,All offenders,7-10 previous convictions/cautions,426
1,2010,Juveniles,07 Possession of weapons,1 Male,All offenders,7-10 previous convictions/cautions,150
1,2020,Adults,06 Drug offences,1 Male,All offenders,7-10 previous convictions/cautions,4759
1,2017,Juveniles,07 Possession of weapons,1 Male,All offenders,7-10 previous convictions/cautions,92
